set V := VEH01 VEH02 VEH03 VEH04 VEH05 VEH06 ;
set N := PTO01 MUN02 MUN03 MUN04 MUN05 MUN06 MUN07 MUN08 MUN09 MUN10 MUN11 MUN12 MUN13 MUN14 MUN15 MUN16 MUN17 MUN18 MUN19 MUN20 MUN21 MUN22 MUN23 MUN24 MUN25 EST01 EST02 EST03 EST04 EST05 EST06 EST07 EST08 EST09 EST10 EST11 EST12 PEA01 PEA02 PEA03 PEA04 PEA05 PEA06 PEA07 PEA08 PEA09 PEA10 PEA11 PEA12 PEA13 PEA14 ;
set D := MUN02 MUN03 MUN04 MUN05 MUN06 MUN07 MUN08 MUN09 MUN10 MUN11 MUN12 MUN13 MUN14 MUN15 MUN16 MUN17 MUN18 MUN19 MUN20 MUN21 MUN22 MUN23 MUN24 MUN25 ;
set P := PTO01 ;
set E := EST01 EST02 EST03 EST04 EST05 EST06 EST07 EST08 EST09 EST10 EST11 EST12 ;
set T := PEA01 PEA02 PEA03 PEA04 PEA05 PEA06 PEA07 PEA08 PEA09 PEA10 PEA11 PEA12 PEA13 PEA14 ;
param Q :=
VEH01 80.0
VEH02 60.0
VEH03 50.0
VEH04 40.0
VEH05 30.0
VEH06 10.0
;
param F_cap :=
VEH01 1290.0
VEH02 1132.5
VEH03 975.0
VEH04 1125.0
VEH05 652.5
VEH06 900.0
;
param demand :=
MUN02 13.0
MUN03 15.0
MUN04 12.0
MUN05 15.0
MUN06 20.0
MUN07 17.0
MUN08 17.0
MUN09 20.0
MUN10 20.0
MUN11 15.0
MUN12 17.0
MUN13 12.0
MUN14 21.0
MUN15 15.0
MUN16 17.0
MUN17 10.0
MUN18 25.0
MUN19 12.0
MUN20 11.0
MUN21 15.0
MUN22 14.0
MUN23 18.0
MUN24 15.0
MUN25 11.0
;
param fuel_price :=
EST01 13500.0
EST02 14000.0
EST03 13800.0
EST04 15200.0
EST05 14800.0
EST06 15500.0
EST07 16000.0
EST08 16500.0
EST09 16200.0
EST10 15800.0
EST11 15300.0
EST12 14900.0
PTO01 13500.0
MUN02 0.0
MUN03 0.0
MUN04 0.0
MUN05 0.0
MUN06 0.0
MUN07 0.0
MUN08 0.0
MUN09 0.0
MUN10 0.0
MUN11 0.0
MUN12 0.0
MUN13 0.0
MUN14 0.0
MUN15 0.0
MUN16 0.0
MUN17 0.0
MUN18 0.0
MUN19 0.0
MUN20 0.0
MUN21 0.0
MUN22 0.0
MUN23 0.0
MUN24 0.0
MUN25 0.0
PEA01 0.0
PEA02 0.0
PEA03 0.0
PEA04 0.0
PEA05 0.0
PEA06 0.0
PEA07 0.0
PEA08 0.0
PEA09 0.0
PEA10 0.0
PEA11 0.0
PEA12 0.0
PEA13 0.0
PEA14 0.0
;
param toll_base_rate :=
PEA01 25000.0
PEA02 22000.0
PEA03 20000.0
PEA04 18000.0
PEA05 0.0
PEA06 23000.0
PEA07 16000.0
PEA08 0.0
PEA09 14000.0
PEA10 15000.0
PEA11 0.0
PEA12 8000.0
PEA13 18000.0
PEA14 12000.0
;
param toll_rate_per_ton :=
PEA01 800.0
PEA02 700.0
PEA03 650.0
PEA04 600.0
PEA05 0.0
PEA06 750.0
PEA07 550.0
PEA08 0.0
PEA09 0.0
PEA10 550.0
PEA11 0.0
PEA12 300.0
PEA13 0.0
PEA14 4000.0
;
param weight :=
VEH01 5
VEH02 10
VEH03 15
VEH04 20
VEH05 25
VEH06 30
;
param max_weight :=
MUN02 40
MUN03 40
MUN04 40
MUN05 40
MUN06 40
MUN07 40
MUN08 40
MUN09 40
MUN10 40
MUN11 40
MUN12 40
MUN13 40
MUN14 40
MUN15 40
MUN16 40
MUN17 40
MUN18 40
MUN19 40
MUN20 40
MUN21 40
MUN22 40
MUN23 40
MUN24 40
MUN25 40
;
param dist :=
PTO01 MUN02 712.0134
PTO01 MUN03 702.3651
PTO01 MUN04 699.5855
PTO01 MUN05 711.2510
PTO01 MUN06 705.6798
PTO01 MUN07 704.6594
PTO01 MUN08 701.9859
PTO01 MUN09 705.4941
PTO01 MUN10 710.4368
PTO01 MUN11 716.6005
PTO01 MUN12 711.8309
PTO01 MUN13 694.4655
PTO01 MUN14 706.7023
PTO01 MUN15 697.5948
PTO01 MUN16 711.3818
PTO01 MUN17 716.3601
PTO01 MUN18 709.7323
PTO01 MUN19 705.2505
PTO01 MUN20 700.6615
PTO01 MUN21 695.3053
PTO01 MUN22 696.5429
PTO01 MUN23 709.1219
PTO01 MUN24 697.0508
PTO01 MUN25 713.9583
PTO01 EST01 0.0000
PTO01 EST02 100.4557
PTO01 EST03 72.0853
PTO01 EST04 464.8220
PTO01 EST05 709.5283
PTO01 EST06 533.4813
PTO01 EST07 860.0858
PTO01 EST08 354.7469
PTO01 EST09 266.7185
PTO01 EST10 696.4878
PTO01 EST11 773.7896
PTO01 EST12 600.4345
PTO01 PEA01 712.0134
PTO01 PEA02 702.3651
PTO01 PEA03 699.5855
PTO01 PEA04 711.2510
PTO01 PEA05 705.6798
PTO01 PEA06 704.6594
PTO01 PEA07 701.9859
PTO01 PEA08 705.4941
PTO01 PEA09 710.4368
PTO01 PEA10 716.6005
PTO01 PEA11 711.8309
PTO01 PEA12 694.4655
PTO01 PEA13 706.7023
PTO01 PEA14 697.5948
MUN02 PTO01 712.0134
MUN02 MUN03 10.3228
MUN02 MUN04 12.4355
MUN02 MUN05 0.8079
MUN02 MUN06 9.1964
MUN02 MUN07 7.5383
MUN02 MUN08 13.9636
MUN02 MUN09 9.9224
MUN02 MUN10 6.4092
MUN02 MUN11 4.6096
MUN02 MUN12 8.7940
MUN02 MUN13 17.6226
MUN02 MUN14 5.3713
MUN02 MUN15 14.4544
MUN02 MUN16 0.8616
MUN02 MUN17 4.7243
MUN02 MUN18 3.4760
MUN02 MUN19 7.0926
MUN02 MUN20 13.2050
MUN02 MUN21 16.7256
MUN02 MUN22 18.4624
MUN02 MUN23 3.3362
MUN02 MUN24 14.9667
MUN02 MUN25 3.7909
MUN02 EST01 712.0134
MUN02 EST02 663.7157
MUN02 EST03 738.7318
MUN02 EST04 301.1820
MUN02 EST05 4.8895
MUN02 EST06 245.4172
MUN02 EST07 298.9813
MUN02 EST08 357.2756
MUN02 EST09 460.8482
MUN02 EST10 218.3959
MUN02 EST11 147.0454
MUN02 EST12 166.6566
MUN02 PEA01 0.0000
MUN02 PEA02 10.3228
MUN02 PEA03 12.4355
MUN02 PEA04 0.8079
MUN02 PEA05 9.1964
MUN02 PEA06 7.5383
MUN02 PEA07 13.9636
MUN02 PEA08 9.9224
MUN02 PEA09 6.4092
MUN02 PEA10 4.6096
MUN02 PEA11 8.7940
MUN02 PEA12 17.6226
MUN02 PEA13 5.3713
MUN02 PEA14 14.4544
MUN03 PTO01 702.3651
MUN03 MUN02 10.3228
MUN03 MUN04 4.2433
MUN03 MUN05 9.5152
MUN03 MUN06 10.7979
MUN03 MUN07 5.7726
MUN03 MUN08 6.0194
MUN03 MUN09 11.5162
MUN03 MUN10 12.7242
MUN03 MUN11 14.5973
MUN03 MUN12 15.6019
MUN03 MUN13 8.1525
MUN03 MUN14 5.1955
MUN03 MUN15 6.6575
MUN03 MUN16 9.5304
MUN03 MUN17 15.0441
MUN03 MUN18 9.6739
MUN03 MUN19 6.4562
MUN03 MUN20 3.5016
MUN03 MUN21 8.3112
MUN03 MUN22 8.6353
MUN03 MUN23 7.0494
MUN03 MUN24 6.6399
MUN03 MUN25 13.4949
MUN03 EST01 702.3651
MUN03 EST02 654.6226
MUN03 EST03 728.7836
MUN03 EST04 290.9278
MUN03 EST05 7.1820
MUN03 EST06 239.9117
MUN03 EST07 305.7739
MUN03 EST08 347.6182
MUN03 EST09 451.9083
MUN03 EST10 220.0328
MUN03 EST11 153.9210
MUN03 EST12 157.1409
MUN03 PEA01 10.3228
MUN03 PEA02 0.0000
MUN03 PEA03 4.2433
MUN03 PEA04 9.5152
MUN03 PEA05 10.7979
MUN03 PEA06 5.7726
MUN03 PEA07 6.0194
MUN03 PEA08 11.5162
MUN03 PEA09 12.7242
MUN03 PEA10 14.5973
MUN03 PEA11 15.6019
MUN03 PEA12 8.1525
MUN03 PEA13 5.1955
MUN03 PEA14 6.6575
MUN04 PTO01 699.5855
MUN04 MUN02 12.4355
MUN04 MUN03 4.2433
MUN04 MUN05 11.6667
MUN04 MUN06 9.3135
MUN04 MUN07 5.4820
MUN04 MUN08 9.5087
MUN04 MUN09 9.8236
MUN04 MUN10 12.6970
MUN04 MUN11 17.0150
MUN04 MUN12 15.2866
MUN04 MUN13 5.2536
MUN04 MUN14 7.1259
MUN04 MUN15 2.4567
MUN04 MUN16 11.7972
MUN04 MUN17 16.9276
MUN04 MUN18 10.5909
MUN04 MUN19 6.2131
MUN04 MUN20 6.3473
MUN04 MUN21 4.4418
MUN04 MUN22 10.0302
MUN04 MUN23 9.6136
MUN04 MUN24 2.6517
MUN04 MUN25 14.8318
MUN04 EST01 699.5855
MUN04 EST02 651.4485
MUN04 EST03 726.3174
MUN04 EST04 289.9774
MUN04 EST05 10.6229
MUN04 EST06 235.7494
MUN04 EST07 303.8022
MUN04 EST08 344.8457
MUN04 EST09 448.6468
MUN04 EST10 216.3887
MUN04 EST11 152.0611
MUN04 EST12 157.4529
MUN04 PEA01 12.4355
MUN04 PEA02 4.2433
MUN04 PEA03 0.0000
MUN04 PEA04 11.6667
MUN04 PEA05 9.3135
MUN04 PEA06 5.4820
MUN04 PEA07 9.5087
MUN04 PEA08 9.8236
MUN04 PEA09 12.6970
MUN04 PEA10 17.0150
MUN04 PEA11 15.2866
MUN04 PEA12 5.2536
MUN04 PEA13 7.1259
MUN04 PEA14 2.4567
MUN05 PTO01 711.2510
MUN05 MUN02 0.8079
MUN05 MUN03 9.5152
MUN05 MUN04 11.6667
MUN05 MUN06 8.8919
MUN05 MUN07 6.8660
MUN05 MUN08 13.2322
MUN05 MUN09 9.6479
MUN05 MUN10 6.5268
MUN05 MUN11 5.3528
MUN05 MUN12 9.0731
MUN05 MUN13 16.8402
MUN05 MUN14 4.5801
MUN05 MUN15 13.7162
MUN05 MUN16 0.3444
MUN05 MUN17 5.5306
MUN05 MUN18 3.2632
MUN05 MUN19 6.4634
MUN05 MUN20 12.4134
MUN05 MUN21 15.9788
MUN05 MUN22 17.6774
MUN05 MUN23 2.5463
MUN05 MUN24 14.2135
MUN05 MUN25 4.4406
MUN05 EST01 711.2510
MUN05 EST02 662.9939
MUN05 EST03 737.9480
MUN05 EST04 300.3817
MUN05 EST05 4.3019
MUN05 EST06 244.9589
MUN05 EST07 299.4907
MUN05 EST08 356.5119
MUN05 EST09 460.1370
MUN05 EST10 218.4876
MUN05 EST11 147.5541
MUN05 EST12 165.9160
MUN05 PEA01 0.8079
MUN05 PEA02 9.5152
MUN05 PEA03 11.6667
MUN05 PEA04 0.0000
MUN05 PEA05 8.8919
MUN05 PEA06 6.8660
MUN05 PEA07 13.2322
MUN05 PEA08 9.6479
MUN05 PEA09 6.5268
MUN05 PEA10 5.3528
MUN05 PEA11 9.0731
MUN05 PEA12 16.8402
MUN05 PEA13 4.5801
MUN05 PEA14 13.7162
MUN06 PTO01 705.6798
MUN06 MUN02 9.1964
MUN06 MUN03 10.7979
MUN06 MUN04 9.3135
MUN06 MUN05 8.8919
MUN06 MUN07 5.0872
MUN06 MUN08 16.7085
MUN06 MUN09 0.8307
MUN06 MUN10 4.7807
MUN06 MUN11 13.0487
MUN06 MUN12 6.4952
MUN06 MUN13 13.8922
MUN06 MUN14 7.5109
MUN06 MUN15 9.8275
MUN06 MUN16 9.2222
MUN06 MUN17 11.7281
MUN06 MUN18 5.7264
MUN06 MUN19 4.5289
MUN06 MUN20 14.2437
MUN06 MUN21 11.8999
MUN06 MUN22 18.9713
MUN06 MUN23 8.9957
MUN06 MUN24 10.6533
MUN06 MUN25 8.9637
MUN06 EST01 705.6798
MUN06 EST02 656.5783
MUN06 EST03 733.0430
MUN06 EST04 298.6820
MUN06 EST05 11.5107
MUN06 EST06 236.3700
MUN06 EST07 294.9962
MUN06 EST08 351.0077
MUN06 EST09 453.5576
MUN06 EST10 210.5583
MUN06 EST11 143.1634
MUN06 EST12 166.7487
MUN06 PEA01 9.1964
MUN06 PEA02 10.7979
MUN06 PEA03 9.3135
MUN06 PEA04 8.8919
MUN06 PEA05 0.0000
MUN06 PEA06 5.0872
MUN06 PEA07 16.7085
MUN06 PEA08 0.8307
MUN06 PEA09 4.7807
MUN06 PEA10 13.0487
MUN06 PEA11 6.4952
MUN06 PEA12 13.8922
MUN06 PEA13 7.5109
MUN06 PEA14 9.8275
MUN07 PTO01 704.6594
MUN07 MUN02 7.5383
MUN07 MUN03 5.7726
MUN07 MUN04 5.4820
MUN07 MUN05 6.8660
MUN07 MUN06 5.0872
MUN07 MUN08 11.6244
MUN07 MUN09 5.8521
MUN07 MUN10 7.3385
MUN07 MUN11 12.1269
MUN07 MUN12 10.0846
MUN07 MUN13 10.6993
MUN07 MUN14 3.1886
MUN07 MUN15 7.0924
MUN07 MUN16 7.0854
MUN07 MUN17 11.7020
MUN07 MUN18 5.1620
MUN07 MUN19 0.7595
MUN07 MUN20 9.2621
MUN07 MUN21 9.3953
MUN07 MUN22 14.2091
MUN07 MUN23 5.5557
MUN07 MUN24 7.7172
MUN07 MUN25 9.4318
MUN07 EST01 704.6594
MUN07 EST02 656.2097
MUN07 EST03 731.5634
MUN07 EST04 295.4306
MUN07 EST05 7.6059
MUN07 EST06 238.5195
MUN07 EST07 300.0060
MUN07 EST08 349.9321
MUN07 EST09 453.3253
MUN07 EST10 215.2556
MUN07 EST11 148.1492
MUN07 EST12 162.4967
MUN07 PEA01 7.5383
MUN07 PEA02 5.7726
MUN07 PEA03 5.4820
MUN07 PEA04 6.8660
MUN07 PEA05 5.0872
MUN07 PEA06 0.0000
MUN07 PEA07 11.6244
MUN07 PEA08 5.8521
MUN07 PEA09 7.3385
MUN07 PEA10 12.1269
MUN07 PEA11 10.0846
MUN07 PEA12 10.6993
MUN07 PEA13 3.1886
MUN07 PEA14 7.0924
MUN08 PTO01 701.9859
MUN08 MUN02 13.9636
MUN08 MUN03 6.0194
MUN08 MUN04 9.5087
MUN08 MUN05 13.2322
MUN08 MUN06 16.7085
MUN08 MUN07 11.6244
MUN08 MUN09 17.4566
MUN08 MUN10 17.9844
MUN08 MUN11 17.3212
MUN08 MUN12 20.9090
MUN08 MUN13 10.9709
MUN08 MUN14 10.0596
MUN08 MUN15 11.5010
MUN08 MUN16 13.1021
MUN08 MUN17 18.4614
MUN08 MUN18 14.5416
MUN08 MUN19 12.2371
MUN08 MUN20 3.2261
MUN08 MUN21 12.3287
MUN08 MUN22 5.4572
MUN08 MUN23 10.7542
MUN08 MUN24 11.1195
MUN08 MUN25 17.6450
MUN08 EST01 701.9859
MUN08 EST02 655.0313
MUN08 EST03 727.8412
MUN08 EST04 287.8230
MUN08 EST05 9.3463
MUN08 EST06 243.3265
MUN08 EST07 311.5337
MUN08 EST08 347.2661
MUN08 EST09 452.5241
MUN08 EST10 225.8686
MUN08 EST11 159.6445
MUN08 EST12 152.6950
MUN08 PEA01 13.9636
MUN08 PEA02 6.0194
MUN08 PEA03 9.5087
MUN08 PEA04 13.2322
MUN08 PEA05 16.7085
MUN08 PEA06 11.6244
MUN08 PEA07 0.0000
MUN08 PEA08 17.4566
MUN08 PEA09 17.9844
MUN08 PEA10 17.3212
MUN08 PEA11 20.9090
MUN08 PEA12 10.9709
MUN08 PEA13 10.0596
MUN08 PEA14 11.5010
MUN09 PTO01 705.4941
MUN09 MUN02 9.9224
MUN09 MUN03 11.5162
MUN09 MUN04 9.8236
MUN09 MUN05 9.6479
